node,betweenness
255,0.0
256,0.0
257,1.5200603055470695e-11
258,0.0
259,0.0
261,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,4.1027160537282804e-07
273,0.0
274,0.0
276,0.0
277,0.0
280,0.0
283,0.0
285,0.0
286,0.0
287,1.5200603055470695e-11
291,0.0
292,0.0
293,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,3.89255946201073e-06
309,0.0
310,0.0
311,0.0
313,0.0
314,0.0
315,0.0
316,1.5200603055470695e-10
317,0.0
318,0.0
319,9.549018839446691e-08
320,0.0
321,0.0
322,0.0
323,0.0
326,6.080241222188278e-10
327,0.0
328,0.0
329,5.928235191633572e-10
330,2.9641175958167855e-09
331,0.0
332,0.0
333,0.0
335,0.0
336,0.0
337,1.5200603055470695e-11
338,0.0
339,3.040120611094139e-10
340,0.0
341,0.0
344,0.0
349,8.31599785434668e-05
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,1.904255674936682e-07
362,1.5200603055470695e-11
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,2.272778968250926e-06
370,2.200290956673641e-06
371,0.0
372,0.0
374,0.0
376,2.2789464506254437e-06
377,0.0
378,0.0
379,0.0
381,0.0
382,0.0
383,1.143480565450831e-06
385,1.2616500536040678e-09
386,0.0
387,0.0
388,0.0
389,3.1320221695893765e-05
390,3.961268159909003e-07
391,0.0
392,0.0
393,3.178446098898923e-08
394,0.0
396,0.0
397,2.027152146188291e-08
398,0.0
399,0.0
400,1.7127347009684517e-06
401,0.0
402,2.1280844277658973e-10
403,1.6319203275546896e-06
405,0.0
407,0.0
408,2.7361085499847252e-09
409,0.0
410,0.0
411,0.0
412,6.387293403908786e-08
414,0.0
415,0.0
416,0.0
417,6.378173042075504e-08
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,6.711209840878634e-08
424,2.6575721008647936e-09
428,3.040120611094139e-11
429,0.0
431,0.0
432,0.0
433,0.0
435,0.0
436,0.0
437,0.0
439,4.278738675152986e-06
440,0.0
441,6.524098831408022e-08
443,0.0
445,0.0
449,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,1.048841610827478e-09
457,0.0
458,0.0
459,0.0
460,0.0
461,6.065733201144043e-07
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,6.898395837364027e-06
469,0.0
470,0.0
471,3.040120611094139e-11
472,0.0
473,0.0
474,0.0
477,0.0
478,3.040120611094139e-11
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
485,0.0
487,0.0
488,0.0
489,1.0516994721094298e-05
490,0.0
492,8.881533987500976e-05
495,0.0
497,2.0459621499413004e-07
499,0.0
501,0.0
502,6.768592956047148e-07
503,8.013901372000781e-06
504,0.0
505,0.0
506,1.6840670946940206e-06
507,0.0
508,0.0
509,0.0
510,5.305010466359273e-09
511,0.00022469920977532862
512,0.0
514,1.2160482444376556e-10
515,2.004832356899622e-06
516,0.0
517,0.0
518,0.0
519,6.048897856680481e-05
520,0.0
521,0.0
522,0.0
523,0.0
525,0.0
527,1.4825933791942084e-07
528,0.0
529,4.0926031681637166e-07
530,0.0
531,1.8493698880952958e-05
532,0.0
533,0.0
535,0.0
536,6.381213162686598e-08
537,0.0
538,0.0
539,1.9690187740966773e-08
540,0.0
541,3.3551929205220104e-08
542,1.3815367250281965e-07
543,1.4263232533716669e-09
544,0.0
545,0.0
546,2.5450369695774584e-07
547,0.0
548,0.0
549,0.0
550,1.273997984636493e-06
552,0.0
553,2.0496582827621456e-05
554,0.0
555,0.0
556,0.0
557,0.0
559,0.0
561,0.0
562,3.648144733312967e-10
564,0.0
565,1.1289718431777754e-06
566,1.5200603055470695e-11
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
577,0.0
578,0.0
579,0.0
580,1.6863351562616888e-06
581,0.0
582,0.0
583,0.0
584,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,9.120361833282417e-11
594,0.0
596,1.5809143897218514e-06
597,0.0
598,0.0
599,0.0
600,0.0
602,0.0
604,0.0
606,0.0
608,0.0
611,0.0
614,9.120361833282417e-11
615,4.5601809166412086e-11
616,0.0
617,0.0
618,0.0
619,0.0
621,0.0
623,0.0
624,1.6066035677611962e-07
626,1.5200603055470695e-11
627,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
637,0.0
638,0.0
639,0.0
640,9.283097739297301e-07
641,1.135089832564227e-06
642,0.0
644,0.0
645,0.0
646,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
658,0.0
659,4.135669374385131e-08
660,0.0
661,0.0
662,3.040120611094139e-11
663,0.0
664,0.0
667,2.5841025194300183e-10
670,9.573339804335444e-08
671,4.5601809166412086e-11
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.00028751328227667337
678,0.0
679,0.0
680,0.0
682,0.0
684,0.0
686,0.0
689,1.1504438531348129e-06
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
696,0.0
698,0.0
699,0.0
701,0.0
702,0.0
703,0.0
705,0.0
709,0.0
711,0.0
712,0.0
714,7.968836617288651e-09
715,0.0
716,0.0
717,3.1875664607322047e-08
718,7.289687440020045e-07
719,0.0
720,1.3811281621896276e-07
721,0.0
722,0.0
725,0.0
726,0.0
727,9.120361833282417e-11
728,0.0
729,3.684732136897664e-08
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
737,0.0
738,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
755,0.0
756,0.0
759,9.494043325062737e-09
760,0.0
761,0.0
762,1.8240723666564833e-09
763,0.0
764,0.0
765,0.0
766,0.0
767,8.026836865310814e-08
768,0.0
771,0.0
772,0.0
773,2.3849454383674494e-06
775,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,1.5200603055470695e-11
784,1.5915031399077819e-07
786,0.0
787,0.0
788,0.0
789,0.0
792,0.0
795,0.0
796,0.0
798,0.0
799,1.3680542749923627e-10
800,7.600301527735348e-11
804,0.0
805,0.0
806,4.1041628249770876e-10
808,1.5200603055470695e-11
810,0.0
811,0.0
814,0.0
815,3.040120611094139e-11
816,0.0
818,0.0
820,0.0
821,0.0
822,0.0
823,1.5200603055470695e-11
824,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,3.2982611841872956e-06
833,0.0
834,0.0
836,0.0
837,0.0
840,0.0
845,0.0
846,0.0
847,0.0
849,0.0
850,6.080241222188278e-11
851,0.0
853,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
865,0.0
866,0.0
867,0.0
869,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
877,0.0
878,0.0
879,0.0
880,0.0
882,0.0
885,2.0845232056687354e-06
886,0.0
887,0.0
889,0.0
890,1.5200603055470695e-11
891,0.0
894,6.35993231840894e-08
895,0.0
897,0.0
898,0.0
899,6.361452378714485e-08
901,1.0235072724016934e-09
902,0.0
903,0.0
904,0.0
906,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
915,0.0
916,0.0
918,0.0
919,5.776229161078864e-10
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
932,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,6.366012559631127e-08
940,1.5200603055470695e-10
941,3.17996615920447e-08
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
949,0.0
950,0.0
951,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
969,0.0
971,0.0
972,0.0
973,2.230456508433923e-05
975,0.0
976,0.0
977,7.003171171039608e-07
979,0.0
980,0.0
981,0.0
983,1.098214365126168e-06
984,0.0
986,0.0
987,0.0
989,0.0
991,0.0
992,0.0
994,0.0
995,3.303641807920481e-06
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,6.926242641570091e-07
1003,1.1560058623685464e-08
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1011,0.0
1013,0.0
1014,1.3295328983772083e-07
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1021,0.0
1022,3.7328042043511105e-08
1023,0.0
1025,1.3680542749923627e-10
1026,3.89925277769464e-07
1027,4.5601809166412086e-11
1028,0.0
1030,0.0
1031,0.0
1033,0.0
1035,0.0
1036,0.0
1037,6.327291196487602e-06
1039,0.0
1040,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1054,0.0
1055,3.1830062798155633e-08
1056,2.58431909554364e-07
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1071,0.0
1073,0.0
1079,0.0
1080,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1092,0.0
1094,0.0
1096,0.0
1097,0.0
1099,0.0
1100,0.0
1101,0.0
1103,3.1830062798155633e-08
1104,0.0
1105,1.5200603055470695e-11
1109,0.0
1113,0.0
1116,0.0
1119,0.0
1122,0.0
1125,0.0
1126,0.0
1128,0.0
1129,0.0
1130,0.0
1133,0.0
1134,1.6437665021701426e-05
1135,0.0
1137,0.0
1138,0.0
1140,0.0
1141,0.0
1142,1.6720663361017764e-10
1144,0.0
1147,0.0
1149,0.0
1152,0.0
1155,0.0
1158,0.0
1159,0.0
1160,3.8441693458634975e-08
1162,3.189086521037752e-08
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1170,0.0
1171,0.0
1174,0.0
1175,6.080241222188278e-11
1177,0.0
1178,0.0
1180,0.0
1181,0.0
1182,0.0
1185,0.0
1188,0.0
1190,0.0
1193,0.0
1194,0.0
1195,0.0
1197,0.0
1198,0.0
1199,0.0
1202,0.0
1203,0.0
1205,0.0
1206,0.0
1208,0.0
1210,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1220,0.0
1221,0.0
1222,0.0
1224,0.0
1225,0.0
1226,0.0
1228,0.0
1230,2.1280844277658973e-10
1231,0.0
1232,0.0
1233,4.5601809166412086e-11
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,1.279226595629572e-07
1244,3.040120611094139e-11
1245,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,1.0640422138829487e-10
1255,3.1845263401211104e-08
1256,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1266,6.378173042075504e-08
1267,0.0
1268,0.0
1269,0.0
1270,1.0248268465839433e-05
1272,0.0
1274,0.0
1275,0.0
1276,9.201453005345155e-05
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,1.5200603055470695e-11
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1298,3.1881498423717494e-06
1300,0.0
1301,1.2160482444376556e-10
1307,0.0
1308,0.0
1309,4.5601809166412086e-11
1311,0.0
1313,0.0
1314,0.0
1315,1.5200603055470695e-10
1317,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1324,0.0
1327,0.0
1328,0.0
1329,6.080241222188278e-11
1331,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1338,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1347,0.0
1348,3.800150763867674e-10
1350,0.0
1351,0.0
1352,0.0
1355,0.0
1356,0.0
1357,3.4201356874809065e-10
1358,0.0
1359,0.0
1360,1.2160482444376556e-10
1361,0.0
1362,0.0
1364,0.0
1365,0.0
1368,0.0
1369,0.0
1370,0.0
1372,0.0
1373,0.0
1375,0.0
1376,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1385,0.0
1386,0.0
1387,0.0
1390,1.1552129909115915e-06
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1402,0.0
1403,0.0
1405,9.541418537918955e-08
1406,0.0
1409,0.0
1410,0.0
1411,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1429,0.0
1431,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1443,0.0
1445,1.5902870916633442e-07
1446,0.0
1447,0.0
1449,0.0
1452,0.0
1453,1.4187248635316894e-07
1455,3.040120611094139e-10
1456,0.0
1457,3.178446098898923e-08
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1464,0.0
1465,0.0
1468,9.120361833282417e-11
1470,0.0
1472,0.0
1473,0.0
1474,0.0
1477,0.0
1478,0.0
1479,1.5200603055470695e-11
1480,0.0
1483,3.3539587763215476e-08
1484,3.1830062798155633e-08
1485,0.0
1486,0.0
1487,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1495,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1506,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1513,0.0
1515,0.0
1516,0.0
1520,0.0
1521,1.036058486972142e-06
1524,0.0
1525,0.0
1526,0.0
1528,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1539,0.0
1541,0.0
1542,0.0
1543,0.0
1544,1.3213615382021738e-07
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1551,0.0
1553,0.0
1558,0.0
1559,0.0
1560,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1568,9.120361833282417e-11
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1574,1.900075381933837e-09
1575,0.0
1576,3.6505268032856356e-06
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1586,2.7361085499847254e-10
1587,0.0
1589,0.0
1591,0.0
1594,0.0
1596,0.0
1597,2.7302139193798226e-06
1601,0.0
1602,0.0
1605,0.0
1607,0.0
1608,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1616,0.0
1617,0.0
1618,0.0
1620,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1628,1.5200603055470695e-11
1629,0.0
1630,0.0
1632,9.120361833282417e-11
1633,6.384253283297692e-08
1635,2.5605398354182905e-07
1637,1.5200603055470695e-11
1639,0.0
1642,0.0
1644,0.0
1645,0.0
1647,0.0
1648,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1659,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1670,0.0
1672,0.0
1674,0.0
1677,0.0
1678,0.0
1679,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1690,0.0
1693,0.0
1694,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,2.4689859371157174e-08
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1709,0.0
1710,0.0
1711,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,1.314776806903644e-06
1721,0.0
1722,2.1280844277658973e-10
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,6.840271374961814e-11
1728,0.0
1730,0.0
1731,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1744,0.0
1746,0.0
1747,0.0
1748,0.0
1750,0.0
1751,0.0
1752,0.0
1754,0.0
1757,0.0
1758,0.0
1759,0.0
1761,0.0
1762,0.0
1764,0.0
1766,0.0
1768,1.5200603055470695e-11
1769,0.0
1770,0.0
1771,3.1830062798155633e-08
1774,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1798,0.0
1799,0.0
1803,0.0
1805,0.0
1806,0.0
1808,0.0
1813,0.0
1815,0.0
1817,9.547498779141144e-08
1821,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1830,0.0
1831,0.0
1833,1.5200603055470695e-11
1834,0.0
1836,0.0
1837,0.0
1838,0.0
1840,0.0
1842,1.5200603055470695e-11
1843,1.1704464352712435e-10
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1862,0.0
1863,0.0
1864,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1875,0.0
1876,6.398516515831409e-08
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1886,0.0
1888,0.0
1889,0.0
1892,1.5200603055470695e-11
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,8.292657548966638e-07
1899,0.0
1901,0.0
1902,0.0
1905,0.0
1907,0.0
1908,0.0
1909,0.0
1911,0.0
1912,2.2007084979702348e-07
1915,9.120361833282417e-11
1917,0.0
1921,1.5200603055470695e-11
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,1.7328687483236592e-09
1930,0.0
1932,0.0
1935,0.0
1937,0.0
1938,0.0
1941,0.0
1942,6.080241222188278e-11
1943,0.0
1944,0.0
1945,1.0391038612872755e-06
1946,0.0
1948,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1964,0.0
1965,0.0
1966,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1976,0.0
1977,0.0
1979,0.0
1980,0.0
1981,0.0
1982,4.864192977750623e-10
1983,0.0
1984,3.073367313794567e-06
1985,0.0
1986,0.0
1988,0.0002260700597128046
1989,0.0
1990,0.0
1991,0.0
1993,1.2160482444376556e-10
1995,0.0
1996,0.0
1997,8.360331680508883e-10
1998,0.0
1999,0.0
2000,3.181486219510016e-08
2001,0.0
2002,0.0
2003,0.0
2005,0.0
2006,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2013,0.0
2014,7.324179699716905e-05
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2023,0.0
2024,4.5601809166412086e-11
2027,0.0
2028,0.0
2030,0.0
2032,0.0
2033,0.0
2034,0.0
2036,0.0
2037,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,6.080241222188278e-11
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2053,0.0
2055,0.0
2056,0.0
2057,0.0
2059,0.0
2060,0.0
2061,0.0
2062,8.027329476040787e-09
2064,0.0
2065,0.0
2066,0.0
2068,0.0
2069,0.0
2070,0.0
2071,9.956395001333305e-10
2072,3.040120611094139e-11
2073,0.0
2074,0.0
2075,0.0
2076,0.0
2077,0.0
2078,0.0
2079,0.0
2080,1.756890679231124e-06
2081,0.0
2082,0.0
2084,0.0
2085,0.0
2086,0.0
2088,0.0
2090,0.0
2091,0.0
2096,0.0
2097,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2111,0.0
2113,0.0
2115,0.0
2117,0.0
2121,1.5200603055470695e-11
2125,0.0
2127,0.0
2131,0.0
2133,0.0
2134,0.0
2137,0.0
2138,1.24141945499328e-05
2139,0.0
2143,5.591826657004885e-07
2145,0.0
2148,0.0
2149,2.911047928553289e-08
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,3.2368858534129706e-07
2158,0.0
2159,1.0825992809742085e-07
2160,0.0
2161,0.0
2162,0.0
2164,0.0
2165,1.0755023055844452e-06
2166,4.086044537240673e-05
2169,3.72414774859032e-10
2170,0.0
2172,0.0
2173,3.4918164390562318e-06
2174,0.0
2175,1.4091627894153843e-06
2176,0.0
2177,1.1414087735229625e-05
2178,0.0
2179,0.0
2180,2.1576530292255957e-06
2181,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,8.481085140561376e-09
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,4.499378504419326e-09
2194,0.0
2196,0.0
2197,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2207,0.0
2209,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,2.0912652181942975e-06
2219,0.0
2220,0.0
2221,9.211390409567417e-07
2222,1.9768526847838574e-09
2224,0.0
2225,0.0
2228,0.0
2229,0.0
2230,0.0
2233,0.0
2235,1.3216475891734788e-09
2236,0.0
2237,0.0
2238,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,2.5841025194300183e-10
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2260,0.0
2261,1.7617498941290538e-09
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2269,9.120361833282417e-11
2270,0.0
2273,0.0
2274,0.0
2276,0.0
2277,0.0
2278,2.294839449256311e-09
2280,1.4321952742851005e-05
2284,0.0
2285,7.600301527735348e-11
2286,0.0
2287,8.208325649954176e-09
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,3.193646701954393e-08
2294,0.0
2296,0.0
2298,0.0
2300,0.0
2302,0.0
2303,0.0
2304,0.0
2306,0.0
2307,0.0
2308,9.023154982018551e-07
2310,1.5200603055470695e-11
2312,1.1760808381281406e-06
2314,0.0
2315,0.0
2317,0.0
2318,0.0
2320,0.0
2321,0.0
2323,0.0
2325,0.0
2326,0.0
2330,0.0
2331,0.0
2333,3.679932644560063e-07
2334,0.0
2335,0.0
2336,0.0
2338,0.0
2342,3.047901359338981e-05
2344,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2355,3.5046955565211295e-07
2356,3.648144733312967e-10
2357,0.0
2358,0.0
2359,0.0
2360,0.0
2361,1.2160482444376556e-10
2362,0.0
2363,0.0
2364,0.0
2365,1.7759371236474928e-09
2366,0.0
2367,2.825271392719248e-07
2368,0.0
2369,0.0
2370,0.0
2371,2.8439814009846097e-07
2372,0.0
2373,1.1055115652908455e-05
2374,1.4691980647688818e-07
2376,0.0
2377,2.410925842216106e-07
2378,0.0
2379,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2386,0.0
2387,3.680162567793028e-07
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2399,0.0
2400,0.0
2401,7.117074311170942e-08
2402,2.3662243079608065e-06
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2415,3.1845263401211104e-08
2416,0.0
2417,1.603152108020898e-05
2418,0.0
2419,0.0
2420,0.0
2421,0.0
2422,6.080241222188278e-11
2423,0.0
2424,3.1830062798155633e-08
2426,0.0
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2436,0.0
2438,0.0
2440,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2450,0.0
2452,0.0
2453,0.0
2460,6.36449249932558e-08
2463,0.0
2465,0.0
2466,0.0
2469,0.0
2473,0.0
2474,0.0
2475,0.0
2477,0.0
2479,0.0
2482,0.0
2483,0.0
2484,0.0
2485,3.196686822565487e-08
2486,0.0
2487,0.0
2488,0.0
2490,0.0
2491,0.0
2494,0.0
2497,0.0
2498,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.0
2506,0.0
2509,0.0
2511,0.0
2512,1.2160482444376556e-10
2513,4.724771638236022e-09
2514,0.0
2515,0.0
2517,3.2063663494397387e-07
2518,0.0
2519,0.0
