node,closs
174,0.0
178,0.0001174223051924969
180,0.0
181,3.898787477094624e-06
183,1.5595149908378492e-05
184,0.0
185,0.0
186,5.544942189645687e-05
187,0.0
188,0.05982616521545317
189,0.00034285025668705346
190,1.9493937385473118e-05
191,3.898787477094624e-06
192,0.0
195,3.898787477094624e-06
197,8.772271823462903e-06
199,0.0
201,0.0
202,1.9493937385473118e-05
204,0.0
205,0.034568774119983055
206,0.03782903105441694
208,1.5595149908378495e-05
209,1.5595149908378495e-05
210,1.9493937385473118e-05
211,0.0007566735854060278
212,3.898787477094624e-06
213,0.03948957508800642
214,0.03861547595818499
216,0.0018976522030462084
220,0.052918766298365234
221,0.0002573773085982025
222,0.00015708284366419188
223,0.037394537679283135
224,0.0
226,0.000556309201277138
227,3.898787477094624e-06
228,0.0004335921481470906
229,0.0005633999671120732
230,1.169636243128387e-05
231,0.0003370468733376462
232,3.9096174423087755e-05
233,3.31396935553043e-05
234,7.797574954189248e-06
235,0.0001629534031242814
236,0.0012543016881749777
237,0.0
238,0.0
240,0.0006037517922862916
241,0.00045023164972434203
243,0.0008347292555065228
245,0.0022397861851171184
246,0.0
247,7.797574954189248e-06
248,0.0007489986188066003
249,0.0001407462279231159
250,2.7291512339662364e-05
251,3.898787477094624e-06
252,0.0
253,5.871115259624845e-05
254,0.0
255,2.6316815470388708e-05
256,0.0
257,3.898787477094624e-06
258,0.0
259,0.0
261,1.169636243128387e-05
263,7.797574954189248e-06
264,0.0
265,0.0
266,0.00011556405957747141
267,1.62449478212276e-05
268,0.0008980817703949104
269,1.5595149908378495e-05
270,3.898787477094624e-06
271,4.214905380642837e-05
272,5.160159896154649e-05
273,0.0005981605910776152
274,0.000502483020263326
276,0.0
277,0.0
280,0.03463800509806634
283,0.004543676388204382
285,3.898787477094624e-06
286,0.0
287,3.898787477094624e-06
291,0.0003629560395906063
292,3.898787477094624e-06
293,1.169636243128387e-05
295,3.898787477094624e-06
296,0.0
297,0.0001446355061624615
298,0.00023855228082889752
299,7.797574954189248e-06
300,0.0
301,0.04187549931646476
304,0.0
305,6.259719893779702e-05
306,0.0
307,0.03648066973023392
308,0.0005832263089256165
309,3.898787477094624e-06
310,0.0003080523438692048
311,2.7291512339662364e-05
313,0.0
314,0.00014119180363478387
315,3.898787477094624e-06
316,1.9493937385473118e-05
317,0.000644031788025187
318,2.7291512339662364e-05
319,1.169636243128387e-05
320,7.797574954189248e-06
321,1.5595149908378495e-05
322,0.027658086355721517
323,0.0009303732253554859
326,0.00015214780398418044
327,0.036848964158390944
328,0.0
329,0.00015671430532930344
330,0.0005494515404997302
331,0.0
332,3.898787477094624e-06
333,3.898787477094624e-06
335,0.042643713910219906
336,7.797574954189248e-06
337,3.898787477094624e-06
338,0.0
339,2.9990672900727874e-05
340,0.0
341,0.0
344,0.0
349,0.06659819181178345
350,5.544942189645687e-05
351,0.0
352,0.0010434674296813172
353,3.898787477094624e-06
354,0.0
355,0.0
356,0.0028325042897218533
357,0.00044459393467614623
358,0.0004870528997260278
359,0.0
360,2.7291512339662364e-05
362,3.898787477094624e-06
363,7.797574954189247e-05
364,0.0
365,0.04242995309592022
366,1.169636243128387e-05
367,2.7291512339662364e-05
368,0.0
369,0.05732561481309412
370,0.03292995335830964
371,0.0
372,1.169636243128387e-05
374,0.029836174483210746
376,0.03144706566470115
377,3.898787477094624e-06
378,3.145021898189663e-05
379,0.0
381,4.972793083992388e-05
382,0.0
383,0.035398884466820324
385,0.0002972724967071323
386,3.898787477094624e-06
387,0.045069106127156235
388,0.0
389,0.04814195623277841
390,0.00012886380194107017
391,0.0
392,0.0
393,3.898787477094624e-06
394,0.0
396,0.042614638512528426
397,3.898787477094624e-06
398,7.797574954189248e-06
399,0.0
400,0.00026695571551121477
401,3.898787477094624e-06
402,4.245346363947479e-05
403,0.0002422547558583067
405,1.169636243128387e-05
407,0.05579304933601902
408,0.0004628797003271768
409,0.0
410,0.0
411,0.0
412,7.797574954189248e-06
414,0.0
415,1.9493937385473118e-05
416,0.0
417,7.797574954189248e-06
418,4.288666224804086e-05
419,0.00014488397334235504
420,0.0
421,0.0
422,2.1226731819737395e-05
423,2.339272486256774e-05
424,0.00011448886204900915
428,7.797574954189248e-06
429,2.6355803345159655e-05
431,0.00015214858342989755
432,0.0
433,0.0
435,3.898787477094624e-06
436,0.0
437,0.04475672004434012
439,0.04799991794489677
440,1.169636243128387e-05
441,5.75230939243469e-05
443,3.655113259776209e-05
445,0.0
449,2.7291512339662364e-05
451,2.339272486256774e-05
452,1.0396766605585662e-05
453,1.169636243128387e-05
454,4.288666224804086e-05
455,4.8734843463682794e-05
456,0.0002508395564655068
457,0.0
458,0.0
459,0.04803928134760629
460,0.0
461,6.962120494811828e-05
462,0.0001540854127699619
463,0.053607388094196885
464,0.00016112336002278803
465,0.03913038047753283
466,0.0
467,3.898787477094624e-06
468,0.05134512900843931
469,0.0
470,3.898787477094624e-06
471,7.797574954189248e-06
472,0.0
473,6.566378908790945e-05
474,1.169636243128387e-05
477,3.9096174423087755e-05
478,7.797574954189248e-06
479,2.339272486256774e-05
480,9.357089945027096e-05
481,0.0
482,3.898787477094624e-06
483,3.898787477094624e-06
485,0.03706042344353859
487,1.9493937385473118e-05
488,3.898787477094624e-06
489,0.023203018281010474
490,8.881925221256189e-05
492,0.05282976720114177
495,0.0
497,3.508908729385161e-05
499,0.0
501,3.898787477094624e-06
502,0.03976510985962414
503,0.05237369934016686
504,1.9493937385473118e-05
505,0.05664999699926714
506,0.04940337526328453
507,3.992358376544895e-05
508,7.797574954189248e-06
509,3.898787477094624e-06
510,0.0006501535917066635
511,0.06244443778096889
512,0.0
514,1.5595149908378495e-05
515,0.028760275909972575
516,1.169636243128387e-05
517,0.0
518,0.0
519,0.06367745261231508
520,1.3924240989623657e-05
521,3.898787477094624e-06
522,3.898787477094624e-06
523,0.04142947245673821
525,3.898787477094624e-06
527,5.729522466339055e-05
528,0.03289711438229474
529,0.00010829965214151733
530,0.0
531,0.03574477738683411
532,0.0
533,4.7760146594409134e-05
535,0.0
536,7.797574954189248e-06
537,3.898787477094624e-06
538,3.898787477094624e-06
539,3.898787477094624e-06
540,0.0
541,7.797574954189248e-06
542,2.429244504958958e-05
543,0.00010382640564001987
544,0.0
545,0.0
546,1.5595149908378495e-05
547,0.028403606086287517
548,0.00027312586866565583
549,1.62449478212276e-05
550,0.00018144357104940364
552,0.0
553,0.05488967705461491
554,1.5595149908378495e-05
555,0.0
556,0.0
557,3.508908729385161e-05
559,0.0
561,0.0
562,2.339272486256774e-05
564,1.169636243128387e-05
565,0.03821248491965263
566,3.898787477094624e-06
567,0.0
568,3.898787477094624e-06
569,0.0
570,3.898787477094624e-06
571,0.0
572,8.967211197317634e-05
573,0.0
574,1.5595149908378495e-05
575,0.0
577,7.017817458770323e-05
578,1.169636243128387e-05
579,3.898787477094624e-06
580,0.04831302249267985
581,7.797574954189248e-06
582,0.0001560443273570491
583,2.0793533211171325e-05
584,0.0
586,9.357089945027096e-05
587,0.0
588,3.898787477094624e-06
589,0.0
590,7.797574954189248e-06
591,0.0
592,0.0
593,1.169636243128387e-05
594,7.797574954189248e-06
596,0.03328173478092072
597,3.898787477094624e-06
598,0.0001637490740379742
599,0.0
600,0.0
602,3.119029981675699e-05
604,1.169636243128387e-05
606,1.7544543646925807e-05
608,1.2476119926702797e-05
611,0.0
614,7.797574954189248e-06
615,1.5595149908378495e-05
616,2.0050907025058064e-05
617,0.0
618,0.0
619,0.0
621,0.0
623,0.00018342783542940825
624,0.027267516002781163
626,7.797574954189248e-06
627,0.0
631,0.0
632,7.797574954189248e-06
633,3.898787477094624e-06
634,0.0
635,0.0
637,0.0
638,1.5595149908378495e-05
639,0.0
640,0.00023294149360715755
641,0.030014043801504423
642,0.0
644,0.0
645,1.5595149908378495e-05
646,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,2.0050907025058064e-05
654,0.0
655,0.0
658,0.00037819675427379427
659,0.04526916056428171
660,0.0
661,0.0
662,3.898787477094624e-06
663,0.0
664,0.0
667,2.6316815470388708e-05
670,1.5595149908378495e-05
671,3.898787477094624e-06
672,0.0
673,2.7291512339662364e-05
674,1.169636243128387e-05
675,0.0
676,1.5595149908378495e-05
677,0.0750234149870819
678,7.797574954189248e-06
679,0.036522674946160155
680,0.0
682,0.0
684,0.0
686,0.0
689,0.034404076360031954
690,0.0
691,0.0
692,7.797574954189248e-06
693,0.0
694,3.898787477094624e-06
696,0.0
698,0.0
699,1.5595149908378495e-05
701,1.169636243128387e-05
702,0.04075121095129347
703,0.03841753020495221
705,2.7291512339662364e-05
709,0.0
711,0.0
712,3.898787477094624e-06
714,0.027565799938384587
715,0.03013582044710863
716,0.0003735604356077518
717,3.898787477094624e-06
718,0.00012086241178993332
719,3.898787477094624e-06
720,3.564605693343656e-05
721,1.9493937385473118e-05
722,0.0
725,0.0
726,3.898787477094624e-06
727,2.339272486256774e-05
728,0.0
729,5.0832762439452756e-05
731,0.0
732,0.0
733,0.0
734,3.898787477094624e-06
735,6.62793871106086e-05
737,0.0
738,0.0
740,2.1226731819737395e-05
741,0.0
742,0.0
743,0.0
744,7.797574954189248e-06
745,0.0
747,0.0
748,1.9493937385473118e-05
749,3.119029981675699e-05
750,0.03696713810702628
751,0.0
752,0.0004965248490646238
755,0.0
756,0.00019373129886182861
759,0.0010447606794286978
760,0.0
761,0.0
762,0.0002300923756973876
763,0.0
764,0.0
765,0.0004476457821617477
766,2.339272486256774e-05
767,3.3269653137874123e-05
768,0.00030474667115369225
771,0.0
772,0.0
773,0.04088935997749048
775,3.898787477094624e-06
779,0.0
780,7.797574954189248e-06
781,0.00019742431532364862
782,0.0
783,3.898787477094624e-06
784,1.62449478212276e-05
786,3.898787477094624e-06
787,0.0
788,3.898787477094624e-06
789,0.0
792,1.9493937385473118e-05
795,0.0
796,0.0
798,0.0
799,3.1580178564466455e-05
800,1.62449478212276e-05
804,0.0
805,2.954870508955925e-05
806,0.00010526726188155483
808,3.898787477094624e-06
810,8.749901731381212e-05
811,5.198383302792831e-06
814,0.0
815,3.898787477094624e-06
816,0.049337456179650324
818,0.0
820,3.8987874770946236e-05
821,0.0
822,6.690597795514167e-05
823,3.898787477094624e-06
824,5.198383302792831e-06
827,0.0
828,8.982806347226012e-05
829,0.0
830,7.017817458770322e-06
831,0.0
832,0.03934265479868866
833,0.0
834,0.0
836,0.0
837,3.898787477094624e-06
840,0.0
845,1.169636243128387e-05
846,1.169636243128387e-05
847,0.0
849,0.0
850,1.5595149908378495e-05
851,0.0
853,0.021401999208307564
855,0.00010671922411440385
856,0.0
857,0.03851593845579963
858,0.0
859,5.198383302792831e-06
860,3.898787477094624e-06
861,0.0
865,0.02839873168975424
866,0.0
867,0.0003369752007125784
869,2.339272486256774e-05
871,7.797574954189248e-06
872,0.0
873,0.0
874,0.0
875,0.030347902710512225
877,0.0
878,0.0
879,7.017817458770323e-05
880,3.898787477094624e-06
882,0.0
885,0.00020964707597420577
886,3.898787477094624e-06
887,0.0
889,1.9493937385473118e-05
890,7.797574954189248e-06
891,0.001088550886656123
894,5.198383302792831e-06
895,0.0
897,3.898787477094624e-06
898,0.0
899,7.797574954189248e-06
901,0.00011267495808803462
902,0.0
903,0.0
904,0.0
906,0.0
908,7.797574954189248e-06
909,7.797574954189248e-06
910,0.0
911,0.0
912,0.0
913,0.0
915,0.0
916,0.0
918,0.0
919,0.00011038919837107131
920,0.00035743494959970584
921,7.797574954189248e-06
922,3.898787477094624e-06
923,0.0
924,3.898787477094624e-06
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
932,0.0
934,0.0
935,1.169636243128387e-05
936,0.0
937,0.0
938,3.898787477094624e-06
939,7.797574954189248e-06
940,4.288666224804086e-05
941,3.898787477094624e-06
942,3.898787477094624e-06
943,1.9104058637763653e-05
944,0.0
945,7.797574954189248e-06
946,7.797574954189248e-06
949,0.0
950,0.0
951,1.5595149908378495e-05
955,3.898787477094624e-06
956,0.0
957,0.04993497758868852
958,3.508908729385161e-05
959,9.389579840669551e-05
960,0.02934895687317324
961,3.898787477094624e-06
962,7.797574954189248e-06
963,0.0
964,4.318656897704814e-05
965,0.00036742323137504236
969,2.7291512339662364e-05
971,8.402559217876343e-05
972,0.0
973,0.05187223136870352
975,0.0
976,1.5595149908378495e-05
977,8.5935773974294e-05
979,0.05004850650440207
980,0.05260237411399063
981,0.0007524859768611961
983,0.0001766402261799806
984,3.898787477094624e-06
986,0.0
987,1.5595149908378495e-05
989,7.797574954189248e-06
991,8.20440495179912e-05
992,0.00017552838939430263
994,0.0
995,0.03672536022678006
996,0.0
997,0.0
998,5.458302467932473e-05
999,3.898787477094624e-06
1000,0.0
1001,0.0
1002,8.713336663925426e-05
1003,0.019938622944747207
1005,1.3924240989623657e-05
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1011,0.0
1013,0.0
1014,2.5991916513964157e-05
1016,0.0
1017,0.0
1018,0.0
1019,3.544352251904203e-05
1021,3.898787477094624e-06
1022,7.797574954189248e-06
1023,0.0
1025,1.62449478212276e-05
1026,3.432834827393071e-05
1027,1.169636243128387e-05
1028,0.0
1030,0.0
1031,3.898787477094624e-06
1033,0.0
1035,3.898787477094624e-06
1036,0.0
1037,0.03465159288855914
1039,1.937926716555857e-05
1040,0.0
1042,5.0684237202230105e-05
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,3.898787477094624e-06
1049,1.5595149908378495e-05
1050,0.0
1051,0.0
1052,3.898787477094624e-06
1054,0.0
1055,3.898787477094624e-06
1056,2.6734542700077418e-05
1060,0.0
1061,0.0
1062,0.0011271150922063239
1063,0.0
1065,0.0
1066,0.0
1067,0.0
1068,3.898787477094624e-06
1069,0.0
1071,0.0
1073,0.0
1079,1.7544543646925807e-05
1080,0.0
1082,3.966266491121261e-05
1083,3.473465206866119e-05
1084,3.898787477094624e-06
1085,0.0
1086,3.898787477094624e-06
1087,3.898787477094624e-06
1088,0.0
1089,0.0
1092,3.898787477094624e-06
1094,0.0
1096,7.797574954189248e-06
1097,4.07253778857384e-05
1099,1.5595149908378495e-05
1100,0.0
1101,1.5595149908378495e-05
1103,3.898787477094624e-06
1104,2.7724710948228434e-05
1105,3.898787477094624e-06
1109,0.0
1113,0.0
1116,1.9493937385473118e-05
1119,0.0
1122,0.0
1125,0.04066526579094574
1126,0.0
1128,0.0
1129,0.0
1130,3.898787477094624e-06
1133,3.898787477094624e-06
1134,0.03936905320013103
1135,0.0
1137,1.169636243128387e-05
1138,0.040853482080509304
1140,0.0
1141,3.898787477094624e-06
1142,4.288666224804086e-05
1144,0.0
1147,0.0
1149,0.0
1152,3.898787477094624e-06
1155,0.0
1158,0.0
1159,0.0
1160,7.797574954189248e-06
1162,3.898787477094624e-06
1163,2.339272486256774e-05
1164,1.169636243128387e-05
1165,0.0
1166,0.0
1170,0.0
1171,0.0
1174,1.9493937385473118e-05
1175,3.898787477094624e-06
1177,0.0
1178,0.0
1180,3.898787477094624e-06
1181,0.0
1182,7.797574954189248e-06
1185,0.0
1188,0.0
1190,1.5038180268793547e-05
1193,0.0
1194,0.0
1195,0.0
1197,0.0
1198,0.0
1199,0.0
1202,0.0
1203,0.0
1205,0.0001404589488458563
1206,3.898787477094624e-06
1208,3.898787477094624e-06
1210,3.898787477094624e-06
1212,0.0
1213,5.198383302792831e-06
1214,1.169636243128387e-05
1215,0.0
1216,3.898787477094624e-06
1217,3.898787477094624e-06
1220,3.898787477094624e-06
1221,1.5595149908378495e-05
1222,0.0
1224,3.898787477094624e-06
1225,0.0
1226,3.898787477094624e-06
1228,0.0
1230,2.3880073297204567e-05
1231,0.00036957748564438886
1232,1.5595149908378495e-05
1233,1.169636243128387e-05
1236,3.508908729385161e-05
1237,0.0
1238,0.0
1239,0.0001481539241295957
1240,0.0
1241,0.0
1242,0.0
1243,3.2737437704492946e-05
1244,3.898787477094624e-06
1245,0.0
1247,0.0
1248,3.8987874770946236e-05
1249,0.0
1250,1.5595149908378495e-05
1251,0.03670373331644905
1252,3.508908729385161e-05
1253,0.051871797327807015
1254,2.4952239853405594e-05
1255,3.898787477094624e-06
1256,0.0
1258,0.0
1259,0.0
1260,7.797574954189248e-06
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1266,7.797574954189248e-06
1267,0.027471045236847194
1268,1.169636243128387e-05
1269,3.898787477094624e-06
1270,0.03354179320692422
1272,0.0
1274,0.03772399340386869
1275,7.797574954189248e-06
1276,0.060950892201751296
1277,0.00016709089187548387
1278,0.0
1279,0.0
1280,0.0
1281,1.5595149908378495e-05
1282,0.0
1283,3.898787477094624e-06
1284,0.00015730616252921612
1285,0.00020273694880892042
1286,3.898787477094624e-06
1287,1.9493937385473118e-05
1288,7.797574954189248e-06
1289,2.7291512339662364e-05
1290,0.0
1291,4.288666224804086e-05
1292,0.039076383315466215
1293,2.7291512339662364e-05
1294,0.00010258742705243012
1295,0.0
1296,1.169636243128387e-05
1298,0.00037108879633133735
1300,0.0
1301,1.9493937385473118e-05
1307,7.797574954189248e-06
1308,0.0
1309,3.898787477094624e-06
1311,0.0
1313,3.898787477094624e-06
1314,3.898787477094624e-06
1315,1.62449478212276e-05
1317,7.017817458770323e-05
1319,0.0
1320,0.0
1321,2.0050907025058064e-05
1322,0.04051988111635282
1324,0.0
1327,0.0
1328,0.0
1329,1.2183710865920698e-05
1331,1.9493937385473118e-05
1333,7.797574954189248e-06
1334,0.0
1335,7.797574954189248e-06
1336,1.169636243128387e-05
1338,0.0
1340,0.0
1341,3.898787477094624e-06
1342,0.0
1343,0.03792244600036537
1344,0.0
1345,3.898787477094624e-06
1347,3.898787477094624e-06
1348,8.702650618514785e-05
1350,0.0
1351,0.0
1352,0.0
1355,0.0
1356,0.0
1357,2.7724710948228434e-05
1358,0.0
1359,0.0
1360,2.4952239853405594e-05
1361,1.9493937385473118e-05
1362,0.0
1364,7.797574954189248e-06
1365,0.0
1368,0.0
1369,0.0
1370,0.0
1372,0.0
1373,0.0007923342292160041
1375,0.0
1376,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1385,0.0
1386,3.898787477094624e-06
1387,0.0
1390,0.027247577078167173
1391,0.0
1392,3.898787477094624e-06
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1402,3.898787477094624e-06
1403,3.898787477094624e-06
1405,1.169636243128387e-05
1406,3.898787477094624e-06
1409,0.0
1410,0.0
1411,0.0
1414,0.0
1415,0.00011173104111989592
1416,0.00017282493996826002
1417,0.0
1418,0.0
1420,0.0
1421,0.0
1422,3.898787477094624e-06
1423,1.5595149908378495e-05
1424,0.0
1425,0.028372116273089696
1426,1.5595149908378495e-05
1427,3.093464162153767e-05
1429,0.0
1431,0.00019786831370070774
1434,0.0
1435,1.9493937385473118e-05
1436,0.0
1437,0.0
1443,0.0
1445,1.62449478212276e-05
1446,3.898787477094624e-06
1447,0.0
1449,0.0
1452,0.0
1453,1.7544543646925807e-05
1455,2.3211385910144737e-05
1456,0.0
1457,3.898787477094624e-06
1459,0.00030337615361334855
1460,0.0
1461,0.0
1462,2.0050907025058064e-05
1464,0.0
1465,0.0
1468,2.339272486256774e-05
1470,0.0
1472,0.0
1473,3.898787477094624e-06
1474,0.0
1477,1.169636243128387e-05
1478,7.797574954189248e-06
1479,3.898787477094624e-06
1480,0.0
1483,7.797574954189248e-06
1484,3.898787477094624e-06
1485,3.898787477094624e-06
1486,3.898787477094624e-06
1487,0.0
1489,0.0
1490,0.0
1491,0.0
1492,3.898787477094624e-06
1495,1.3924240989623657e-05
1497,3.898787477094624e-06
1498,0.0
1499,0.0
1500,5.930260952001823e-05
1501,3.898787477094624e-06
1502,0.0
1503,0.04455169880047412
1504,3.898787477094624e-06
1506,0.0
1508,0.0
1509,0.0
1510,3.898787477094624e-06
1511,7.797574954189248e-06
1513,0.0
1515,1.169636243128387e-05
1516,0.0
1520,0.0
1521,0.00014153457666061446
1524,0.0
1525,0.0
1526,0.0
1528,0.0
1530,0.0
1531,4.7760146594409134e-05
1532,0.0
1533,1.169636243128387e-05
1534,1.169636243128387e-05
1535,0.0
1539,3.898787477094624e-06
1541,0.0
1542,0.00026762863190225806
1543,0.0
1544,2.339272486256774e-05
1545,0.0
1546,0.00014729256410558642
1547,0.0
1548,0.03595479574368048
1549,0.0
1551,0.0
1553,0.0006805051982099436
1558,0.0
1559,3.898787477094624e-06
1560,7.797574954189248e-06
1562,3.898787477094624e-06
1563,0.0
1564,3.119029981675699e-05
1565,0.0
1568,7.797574954189248e-06
1569,3.898787477094624e-06
1570,0.0
1571,0.0
1572,0.0
1574,0.0005150855226881583
1575,1.3924240989623657e-05
1576,0.03705576930898936
1577,3.119029981675699e-05
1578,7.797574954189248e-06
1579,0.0
1580,0.0
1581,0.0
1586,2.339272486256774e-05
1587,0.0
1589,0.0
1591,0.0
1594,0.0
1596,0.0
1597,0.030079176530442644
1601,0.0
1602,0.0
1605,1.169636243128387e-05
1607,0.0
1608,3.898787477094624e-06
1610,7.797574954189248e-06
1611,3.898787477094624e-06
1612,0.0
1613,0.0
1614,0.0
1616,0.0
1617,0.0
1618,1.275966810685513e-05
1620,0.0
1622,0.04050028481577427
1623,7.797574954189248e-06
1624,0.0
1625,0.0
1626,0.0
1628,3.898787477094624e-06
1629,0.0
1630,1.9493937385473118e-05
1632,5.848181215641935e-06
1633,5.198383302792831e-06
1635,2.4367421731841397e-05
1637,3.898787477094624e-06
1639,6.750873451329608e-05
1642,0.0
1644,0.0
1645,0.0
1647,0.0003469920854614215
1648,2.339272486256774e-05
1651,0.0
1652,0.0
1653,7.797574954189248e-06
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1659,0.0
1661,0.0
1662,0.0
1663,2.339272486256774e-05
1664,3.508908729385161e-05
1665,6.49797912849104e-05
1666,0.0
1667,0.0
1668,1.169636243128387e-05
1670,0.0
1672,0.0
1674,0.0
1677,0.0
1678,0.0
1679,3.508908729385161e-05
1681,3.8987874770946236e-05
1682,3.8987874770946236e-05
1683,1.5595149908378495e-05
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,3.898787477094624e-06
1690,0.0
1693,0.0
1694,0.0
1696,7.797574954189248e-06
1697,0.0
1698,0.0
1699,0.0
1700,3.898787477094624e-06
1701,7.797574954189248e-06
1703,0.0
1704,0.0
1705,0.0
1706,1.5595149908378495e-05
1707,8.772271823462903e-06
1709,0.0
1710,0.0
1711,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.00012566369636820727
1721,0.0
1722,3.1329542226653223e-05
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,1.9493937385473118e-05
1728,0.0
1730,0.0
1731,0.0
1733,0.0
1734,0.0
1735,3.898787477094624e-06
1736,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1744,0.0
1746,0.0
1747,2.870925324042405e-05
1748,0.0
1750,0.0
1751,0.0
1752,0.0
1754,0.0
1757,7.797574954189248e-06
1758,3.898787477094624e-06
1759,3.898787477094624e-06
1761,0.0
1762,2.339272486256774e-05
1764,3.6091632645104514e-05
1766,2.0050907025058064e-05
1768,3.898787477094624e-06
1769,0.0
1770,3.898787477094624e-06
1771,3.898787477094624e-06
1774,0.0
1776,7.797574954189248e-06
1777,0.0
1778,3.898787477094624e-06
1779,0.0
1780,0.0
1781,3.898787477094624e-06
1782,1.1940036648602284e-05
1791,1.5595149908378495e-05
1792,0.0
1793,0.0
1794,0.0
1795,0.03048554420544104
1798,3.898787477094624e-06
1799,1.9493937385473118e-05
1803,0.0
1805,1.9493937385473118e-05
1806,3.898787477094624e-06
1808,1.9493937385473118e-05
1813,6.0536012009942334e-05
1815,0.0
1817,1.169636243128387e-05
1821,3.898787477094624e-06
1823,7.797574954189248e-06
1824,3.898787477094624e-06
1825,0.0
1826,0.0
1827,1.5595149908378495e-05
1828,6.648458645150832e-05
1830,0.0
1831,1.169636243128387e-05
1833,3.898787477094624e-06
1834,0.0004593480518467848
1836,0.0
1837,0.0006543955970912432
1838,0.0
1840,3.1580178564466455e-05
1842,3.898787477094624e-06
1843,1.973761160279153e-05
1844,2.2557270403190325e-05
1845,0.0
1846,0.0
1847,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.042571210013871943
1853,0.0
1854,0.038222862938403324
1855,0.0
1856,0.0
1857,0.0
1858,0.000492005809722588
1859,0.0
1862,0.0
1863,0.0
1864,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1875,0.0
1876,8.772271823462903e-06
1877,0.0004905809736210013
1878,0.0
1879,3.119029981675699e-05
1880,0.027709419949591453
1881,0.0005587279797843336
1882,0.0
1883,1.169636243128387e-05
1884,4.3926338908599426e-05
1886,0.0
1888,0.0
1889,1.9493937385473118e-05
1892,3.898787477094624e-06
1893,3.898787477094624e-06
1894,3.898787477094624e-06
